ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV35CRG,,,KELVINATOR,0.63,Non Ducted,Single Split System,Wall Hung,Air,,China,0.82,2.87,3.5,189.0,0.0,0.0,0.0,297.0,0.0,0.0,Calorimeter Room,4.2725,0.0,True,0.0,,0.57,0.0,0.0,0.0,,,,4.26265015391772,0.0,,,4.0253,0.0,4.0,0.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99637,2021-07-01,,Approved,Cooling Only,802.0,Class 3,False,,False,,,,,4.2725,Available,,,,http://www.kelvinator.com.au/,True,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_4_Star.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSV70CRG,,,KELVINATOR,1.54,Non Ducted,Single Split System,Wall Hung,Air,,China,1.99,5.46,7.0,226.0,0.0,0.0,0.0,335.0,0.0,0.0,Calorimeter Room,3.5381,0.0,True,0.0,,0.85,0.0,0.0,0.0,,,,3.53309553637543,0.0,,,2.5662,0.0,2.5,0.0,Calorimeter Room,Single,R32,"Australia,New Zealand",99638,2021-06-21,,Approved,Cooling Only,1080.0,Class 4,False,,False,,,,,3.5381,Available,,,,http://www.kelvinator.com.au/,True,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2.5_Star.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,KSD80HRG,,,KELVINATOR,1.85,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.28,6.15,8.0,335.0,0.0,0.0,0.0,226.0,2.56,9.0,Calorimeter Room,3.5667,3.5123,True,0.0,,0.85,0.85,0.0,0.0,,,,3.56226066744089,3.50835107499475,,,2.6245,2.5167,2.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",99786,2021-07-01,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,3.5667,Available,,,,http://www.kelvinator.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-8LE1R8,U-8LE1R8,,PANASONIC,2.46,Ducted,Multiple split - VRF,,Air,Air,Malaysia,5.89,19.94,22.4,,0.0,0.0,0.0,,6.22,25.0,Enthalpy Test Room,3.6586,3.897,True,0.0,,41.6,38.5,0.0,0.0,,,,3.57491073299826,3.81799122447676,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99830,2021-07-01,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.6586,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-8LE1R8E / S-22MF2E5A / S-73MF2E5A / S-106MF2E5A,U-8LE1R8,,PANASONIC,2.46,Ducted,Multiple split - VRF,,Air,Air,Malaysia,5.89,19.94,22.4,,0.0,0.0,0.0,,6.22,25.0,Enthalpy Test Room,3.6586,3.897,True,0.0,,41.6,38.5,0.0,0.0,,,,3.57491073299826,3.81799122447676,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99830,2021-07-01,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.6586,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-8LE1R8 / S-22MF2E5A / S-73MF2E5A / S-106MF2E5A,U-8LE1R8,,PANASONIC,2.46,Ducted,Multiple split - VRF,,Air,Air,Malaysia,5.89,19.94,22.4,,0.0,0.0,0.0,,6.22,25.0,Enthalpy Test Room,3.6586,3.897,True,0.0,,41.6,38.5,0.0,0.0,,,,3.57491073299826,3.81799122447676,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99830,2021-07-01,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.6586,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-10LE1R8,U-10LE1R8,,PANASONIC,3.25,Ducted,Multiple split - VRF,,Air,Air,Malaysia,7.55,21.75,25.0,,0.0,0.0,0.0,,7.13,28.0,Enthalpy Test Room,3.206,3.7907,True,0.0,,41.6,38.5,0.0,0.0,,,,3.14821613904967,3.72381491235568,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99833,2021-06-24,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.206,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-10LE1R8E / S-22MF2E5A / S-106MF2E5A,U-10LE1R8,,PANASONIC,3.25,Ducted,Multiple split - VRF,,Air,Air,Malaysia,7.55,21.75,25.0,,0.0,0.0,0.0,,7.13,28.0,Enthalpy Test Room,3.206,3.7907,True,0.0,,41.6,38.5,0.0,0.0,,,,3.14821613904967,3.72381491235568,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99833,2021-06-24,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.206,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-10LE1R8 / S-22MF2E5A / S-106MF2E5A,U-10LE1R8,,PANASONIC,3.25,Ducted,Multiple split - VRF,,Air,Air,Malaysia,7.55,21.75,25.0,,0.0,0.0,0.0,,7.13,28.0,Enthalpy Test Room,3.206,3.7907,True,0.0,,41.6,38.5,0.0,0.0,,,,3.14821613904967,3.72381491235568,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",99833,2021-06-24,,Approved,Reverse Cycle,,Class 11,True,,,True,True,True,,3.206,Available,,,,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FDE100VG / FDC100VNP,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.86,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.66,8.14,10.0,,2.93668596237337,8.117,2.764,,2.94,11.2,Calorimeter Room,3.6531,3.9248,True,0.0,,7.06,7.13,0.0,0.0,,,,3.62034475791681,3.89078950882751,,,2.7407,3.2816,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",99850,2021-07-08,,Approved,Reverse Cycle,,Class 5,False,,False,,,,,3.6531,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWW16CFCG,,,TECO,0.16,Non Ducted,Window Wall,,Air,,China,0.48,1.44,1.6,580.0,0.0,0.0,0.0,350.0,0.0,0.0,Calorimeter Room,3.2941,0.0,False,0.0,,0.0,0.0,0.0,0.0,,,,3.29411764705882,0.0,,,2.0882,0.0,2.0,0.0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",99974,2021-10-05,,Approved,Cooling Only,450.0,Class 1,False,,False,,,,,3.2941,Available,,,http://www.gree.com.cn/,http://www.companyname.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAS-07BKV-A / RAS-07BAV-A,,,Toshiba,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.49,1.5,2.0,230.0,0.0,0.0,0.0,293.0,0.55,2.5,Calorimeter Room,4.0422,4.5473,True,0.0,,1.2,1.2,0.0,0.0,,,,4.009512883025,4.5139841460069,,,3.519,4.528,3.5,4.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100094,2021-07-14,,Approved,Reverse Cycle,798.0,Class 3,False,,False,,,,,4.0422,Available,,,http://www.toshiba-aircon.in.th/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_4.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RT015,,,Diamond,2.8,Ducted,Packaged,,Air,,Australia,4.62,12.0,14.8,1270.0,0.0,0.0,0.0,875.0,0.0,0.0,Calorimeter Room,3.2266,0.0,False,0.0,,10.0,0.0,0.0,0.0,,,,3.20322899222809,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,100102,2021-07-14,,Approved,Cooling Only,1175.0,Class 7,False,,False,,,,,3.2266,Available,,,,http://norm@diamondair.com.au,,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC020 / 38QHC020,,,Carrier,0.17,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,1.93,2.1,231.0,0.0,0.0,0.0,192.0,0.71,2.8,Calorimeter Room,4.148,3.8941,True,0.0,,1.0,2.3,0.0,0.0,,,,4.12157321165957,3.85288537700028,,,3.7431,3.2058,3.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100104,2021-07-14,,Approved,Reverse Cycle,730.0,Class 3,False,,False,,,,,4.148,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC026 / 38QHC026,,,Carrier,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.66,2.25,2.6,300.0,0.0,0.0,0.0,192.0,0.78,3.2,Calorimeter Room,4.006,4.0295,True,0.0,,1.0,2.3,0.0,0.0,,,,3.9857352632683,3.98972294084344,,,3.4715,3.4794,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100107,2021-07-12,,Approved,Reverse Cycle,812.0,Class 3,False,,False,,,,,4.006,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC035 / 38QHC035,,,Carrier,0.89,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.91,2.61,3.5,300.0,0.0,0.0,0.0,192.0,0.98,3.7,Calorimeter Room,3.7865,3.7305,True,59.4,,1.0,2.3,5.19596541786744,5.34375,,,,3.77260196661529,3.70085346212494,,,3.0452,2.9017,3.0,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100128,2021-07-19,,Approved,Reverse Cycle,812.0,Class 3,False,,False,,,,,3.7865,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,RT026,,,Diamond,5.6,Ducted,Packaged,,Air,,Australia,8.0,20.4,26.0,1700.0,0.0,0.0,0.0,1000.0,0.0,0.0,Calorimeter Room,3.3033,0.0,False,0.0,,20.0,0.0,0.0,0.0,,,,3.2755968038116,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,100130,2021-07-12,,Approved,Cooling Only,1600.0,Class 11,False,,False,,,,,3.3033,Available,,,,http://norm@diamondair.com.au,,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC050 / 38QHC050,,,Carrier,1.16,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.5,3.74,4.9,,0.0,0.0,0.0,,1.58,5.2,Calorimeter Room,3.2467,3.2459,True,56.5,,1.0,2.3,4.16166666666667,4.4496644295302,,,,3.23939550743674,3.23011890292369,,,1.9788,1.9602,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100131,2021-07-08,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2467,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC055 / 38QHC055,,,Carrier,0.76,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.55,4.74,5.5,,0.0,0.0,0.0,,1.8,6.3,Calorimeter Room,3.4813,3.4417,True,0.0,,1.0,2.3,0.0,0.0,,,,3.47388111578761,3.42686641139877,,,2.4478,2.3537,2.0,2.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100133,2021-07-14,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.4813,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC065 / 38QHC065,,,Carrier,1.33,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.95,5.07,6.4,,0.0,0.0,0.0,,2.12,7.1,Calorimeter Room,3.2591,3.2462,True,53.7,,1.0,2.3,4.68051575931232,4.90748299319728,,,,3.2534792581697,3.23457478780582,,,2.007,1.9691,2.0,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100134,2021-07-07,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2591,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHC080 / 38QHC080,,,Carrier,2.3,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.45,5.7,8.0,,0.0,0.0,0.0,,2.5,8.4,Calorimeter Room,3.2278,3.244,True,53.4,,1.0,2.3,4.18477157360406,4.54171066525871,,,,3.22339500605351,3.23410392604444,,,1.9468,1.9682,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",100135,2021-07-14,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2278,Available,,,http://www.midea.com.cn/,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA50BV / RZAS50BV,,,DAIKIN,1.2,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.38,3.8,5.0,690.0,0.0,0.0,0.0,235.0,1.69,6.0,Enthalpy Test Room,3.8775,3.3979,True,0.0,,20.5,27.5,0.0,0.0,,,,3.68674065710898,3.22311076676167,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100185,2021-07-26,,Approved,Reverse Cycle,960.0,Class 4,False,,True,,,,4PA54367-4,3.8775,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,42SHDS050 / 38SHDS050,,,Carrier,0.52,Ducted,Single Split System,,Air,Air,China,1.45,4.28,4.8,,0.0,0.0,0.0,,1.68,5.55,Enthalpy Test Room,3.394,3.4096,True,0.0,,8.0,8.0,0.0,0.0,,,,3.33118874226578,3.3551216283303,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",100187,2021-07-19,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.394,Available,,,http://www.midea.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,42SHDS070 / 38SHDS070,,,Carrier,1.25,Ducted,Single Split System,,Air,Air,China,2.07,5.85,7.1,,0.0,0.0,0.0,,2.4,8.3,Enthalpy Test Room,3.4245,3.4494,True,0.0,,8.0,8.0,0.0,0.0,,,,3.38025073577189,3.41073177208677,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",100189,2021-07-08,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.4245,Available,,,http://www.midea.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,42SHDS090 / 38SHDS090,,,Carrier,0.66,Ducted,Single Split System,,Air,Air,China,2.61,8.14,8.8,,0.0,0.0,0.0,,2.61,10.1,Enthalpy Test Room,3.3584,3.8995,True,0.0,,8.0,8.0,0.0,0.0,,,,3.32407981724936,3.85952395409557,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",100191,2021-07-19,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.3584,Available,,,http://www.midea.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,42SHDS100 / 38SHDS100,,,Carrier,0.8,Ducted,Single Split System,,Air,Air,China,2.9,8.9,9.7,,0.0,0.0,0.0,,2.93,11.0,Enthalpy Test Room,3.2955,3.7135,True,0.0,,8.0,8.0,0.0,0.0,,,,3.26512249321754,3.67955868252961,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",100192,2021-07-08,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.2955,Available,,,http://www.midea.com.cn/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA60BV / RZAS60BV,,,DAIKIN,1.7,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.82,4.3,6.0,690.0,0.0,0.0,0.0,235.0,2.07,6.8,Enthalpy Test Room,3.5871,3.2005,True,49.57,,20.5,27.5,9.12269938650307,5.35220125786164,,,,3.44230870074405,3.06069221551258,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100193,2021-07-14,,Approved,Reverse Cycle,960.0,Class 4,False,,True,,,,4PA54367-4,3.5871,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA71BV / RZAS71BV,,,DAIKIN,2.0,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.11,5.1,7.1,690.0,0.0,0.0,0.0,235.0,2.09,8.0,Enthalpy Test Room,3.4588,3.546,True,0.0,,20.5,27.5,0.0,0.0,,,,3.34462824490418,3.40130380385873,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100194,2021-07-26,,Approved,Reverse Cycle,1270.0,Class 4,False,,True,,,,4PA54367-7,3.4588,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA100BV / RZAS100BV,,,DAIKIN,2.8,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.87,7.2,10.0,690.0,0.0,0.0,0.0,235.0,2.99,11.2,Enthalpy Test Room,3.5266,3.7467,True,0.0,,20.5,27.5,0.0,0.0,,,,3.44307743847619,3.63392091163664,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100195,2021-07-14,,Approved,Reverse Cycle,1590.0,Class 5,False,,True,,,,4PA54367-10,3.5266,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA125BV / RZAS125BV,,,DAIKIN,3.5,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.85,9.0,12.5,690.0,0.0,0.0,0.0,235.0,4.02,14.0,Enthalpy Test Room,3.2428,3.3154,True,0.0,,20.5,27.5,0.0,0.0,,,,3.18526166387842,3.24219631887261,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100196,2021-07-26,,Approved,Reverse Cycle,1590.0,Class 5,False,,True,,,,4PA54367-12,3.2428,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHA140BV / RZAS140BV,,,DAIKIN,4.0,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,4.61,10.0,14.0,690.0,0.0,0.0,0.0,235.0,4.94,16.0,Enthalpy Test Room,2.9944,3.0819,True,50.31,,20.5,27.5,4.63370935633709,4.89784615384615,,,,2.95044381676057,3.02664956259223,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",100197,2021-07-14,,Approved,Reverse Cycle,1590.0,Class 5,False,,True,,,,4PA54367-13,2.9944,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DINLU10Z7/ DONSC10Z7,,,Brivis,2.1,Ducted,Single Split System,,Air,,"China,Australia",2.9,7.9,10.0,823.0,0.0,0.0,0.0,678.0,0.0,0.0,Enthalpy Test Room,3.4926,0.0,True,0.0,,9.3,0.0,0.0,0.0,,,,3.45511961709426,0.0,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",100216,2021-07-26,,Approved,Cooling Only,540.0,Class 7,False,,False,,,,,3.4926,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DINLU13Z7/ DONSC13Z7,,,Brivis,2.6,Ducted,Single Split System,,Air,,"China,Australia",4.0,10.4,13.0,823.0,0.0,0.0,0.0,678.0,0.0,0.0,Enthalpy Test Room,3.1785,0.0,True,0.0,,10.4,0.0,0.0,0.0,,,,3.15114513997027,0.0,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",100217,2021-07-26,,Approved,Cooling Only,540.0,Class 7,False,,False,,,,,3.1785,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DINLU15Z7/ DONSC15Z7,,,Brivis,2.4,Ducted,Single Split System,,Air,,"China,Australia",4.7,12.6,15.0,823.0,0.0,0.0,0.0,678.0,0.0,0.0,Enthalpy Test Room,3.1619,0.0,True,0.0,,11.3,0.0,0.0,0.0,,,,3.13622454210569,0.0,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",100218,2021-07-26,,Approved,Cooling Only,540.0,Class 7,False,,False,,,,,3.1619,Available,,,http://www.brivis.com.au/,http://www.brivis.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRQ2-14AS / ERQ2-14AS,,,ACTRON AIR,1.79,Ducted,Single Split System,,Air,Air,Australia,3.79,10.71,12.5,,0.0,0.0,0.0,,3.64,14.0,Enthalpy Test Room,3.2472,3.7841,True,0.0,,43.58,42.05,0.0,0.0,,,,3.1251113649594,3.64174965968605,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",100234,2022-01-11,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.2472,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,CRQ3-17AS / ERQ3-17AS,,,ACTRON AIR,1.54,Ducted,Single Split System,,Air,Air,Australia,4.17,12.46,14.0,,0.0,0.0,0.0,,4.72,17.0,Enthalpy Test Room,3.281,3.5292,True,0.0,,47.08,45.55,0.0,0.0,,,,3.16073452539583,3.41814355834919,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",100235,2021-11-30,,Approved,Reverse Cycle,,Class 7,True,,,True,True,True,,3.281,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
